Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
12.2 AI Assistant (AIEditbeta),Chrome 115.0.0.0,,,2023-08-03 22:51:20,2023-08-03 22:55:40,4m - 19.369s,FAILED
,,,,,,,
Test Cases/12- AI assistant (beta)/12.2-AI Edit (beta)/01-Run AI Edit,Chrome 115.0.0.0,,,2023-08-03 22:51:21,2023-08-03 22:55:38,4m - 17.364s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-03 22:51:21,2023-08-03 22:51:23,2.182s,PASSED
navigateToUrl(app_url_login),Chrome 115.0.0.0,,,2023-08-03 22:51:23,2023-08-03 22:54:13,2m - 49.642s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-03 22:54:13,2023-08-03 22:54:13,0.136s,PASSED
"callTestCase(findTestCase(""01-Login and Forgot Password/04-Login(Valid Credentials-With Subscription)""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-08-03 22:54:13,2023-08-03 22:55:13,1m - 0.495s,PASSED
"click(findTestObject(""06-Teams/button_doublearrow""))",Chrome 115.0.0.0,,,2023-08-03 22:55:13,2023-08-03 22:55:16,3.193s,PASSED
"click(findTestObject(""06-Teams/button_My Organizations""))",Chrome 115.0.0.0,,,2023-08-03 22:55:16,2023-08-03 22:55:17,0.970s,PASSED
"click(findTestObject(""02-Side Icons(Organization)/Add Contact/button_Automation Test Org""))",Chrome 115.0.0.0,,,2023-08-03 22:55:17,2023-08-03 22:55:18,1.073s,PASSED
delay(delay_4seconds),Chrome 115.0.0.0,,,2023-08-03 22:55:18,2023-08-03 22:55:23,4.005s,PASSED
"verifyElementVisible(findTestObject(""02-Side Icons(Organization)/Add Contact/span_Automation Test Org""))",Chrome 115.0.0.0,,,2023-08-03 22:55:23,2023-08-03 22:55:23,0.404s,PASSED
delay(delay_5seconds),Chrome 115.0.0.0,,,2023-08-03 22:55:23,2023-08-03 22:55:28,5.006s,PASSED
"scrollToElement(findTestObject(""12-AI Assistant(beta)/AI asst button-Side panel""), 30)",Chrome 115.0.0.0,,,2023-08-03 22:55:28,2023-08-03 22:55:28,0.342s,PASSED
"click(findTestObject(""12-AI Assistant(beta)/AI asst button-Side panel""))",Chrome 115.0.0.0,,,2023-08-03 22:55:28,2023-08-03 22:55:29,0.366s,PASSED
"verifyElementVisible(findTestObject(""12-AI Assistant(beta)/AI asst button-Side panel""))",Chrome 115.0.0.0,,,2023-08-03 22:55:29,2023-08-03 22:55:29,0.436s,PASSED
delay(delay_3seconds),Chrome 115.0.0.0,,,2023-08-03 22:55:29,2023-08-03 22:55:32,3.015s,PASSED
"click(findTestObject(""12-AI Assistant(beta)/12.2-AI Edit(beta)/AI Edit(beta) button""))",Chrome 115.0.0.0,,,2023-08-03 22:55:32,2023-08-03 22:55:32,0.423s,PASSED
"setText(findTestObject(""12-AI Assistant(beta)/12.2-AI Edit(beta)/Input content""), ""Clock is gold"")",Chrome 115.0.0.0,,,2023-08-03 22:55:32,2023-08-03 22:55:34,1.228s,PASSED
"setText(findTestObject(""12-AI Assistant(beta)/12.2-AI Edit(beta)/Input edit instructions""), ""Replace ""Clock"" with ""Time"""")",Chrome 115.0.0.0,,,2023-08-03 22:55:34,2023-08-03 22:55:34,0.726s,PASSED
"click(findTestObject(""12-AI Assistant(beta)/12.2-AI Edit(beta)/Run AI edit button""))",Chrome 115.0.0.0,,,2023-08-03 22:55:34,2023-08-03 22:55:35,0.445s,PASSED
"verifyElementText(findTestObject(""12-AI Assistant(beta)/12.2-AI Edit(beta)/New input result assertion""), ""Time is gold"")",Chrome 115.0.0.0,,,2023-08-03 22:55:35,2023-08-03 22:55:38,2.992s,PASSED
,,,,,,,
Test Cases/12- AI assistant (beta)/12.2-AI Edit (beta)/02-If Input content is empty but edit instruction has and Vice versa,Chrome 115.0.0.0,,,2023-08-03 22:55:38,2023-08-03 22:55:40,1.819s,FAILED
"clearText(findTestObject(""12-AI Assistant(beta)/12.2-AI Edit(beta)/Input content""), STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-08-03 22:55:38,2023-08-03 22:55:38,0.331s,PASSED
"setText(findTestObject(""12-AI Assistant(beta)/12.2-AI Edit(beta)/Input edit instructions""), ""Replace ""Clock"" with ""Time"""")",Chrome 115.0.0.0,,,2023-08-03 22:55:38,2023-08-03 22:55:39,0.718s,PASSED
"verifyElementNotClickable(findTestObject(""12-AI Assistant(beta)/12.2-AI Edit(beta)/Run AI edit button""))",Chrome 115.0.0.0,,,2023-08-03 22:55:39,2023-08-03 22:55:40,0.606s,FAILED
