Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
12.3- AI Assistant (AI Image Beta),Chrome 115.0.0.0,,,2023-08-08 17:23:03,2023-08-08 17:28:10,5m - 7.219s,FAILED
,,,,,,,
Test Cases/12- AI assistant (beta)/12.3-AI image (beta)/01-Generate image using EL AI-Blank fields,Chrome 115.0.0.0,,,2023-08-08 17:23:03,2023-08-08 17:28:06,5m - 3.285s,FAILED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-08 17:23:03,2023-08-08 17:23:05,2.305s,PASSED
navigateToUrl(app_url_login),Chrome 115.0.0.0,,,2023-08-08 17:23:05,2023-08-08 17:28:06,5m - 0.722s,FAILED
,,,,,,,
Test Cases/12- AI assistant (beta)/12.3-AI image (beta)/02-Generate image using EL AI,Chrome 115.0.0.0,,,2023-08-08 17:28:06,2023-08-08 17:28:10,3.758s,FAILED
"setText(findTestObject(""12-AI Assistant(beta)/12.3- AI Image(beta)/Input content""), ""Give me a butterfly image"")",Chrome 115.0.0.0,,,2023-08-08 17:28:06,2023-08-08 17:28:10,3.578s,FAILED
