Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
13.2-EL Sign (Received Documents),Chrome 115.0.0.0,,,2023-08-07 20:43:16,2023-08-07 20:46:36,3m - 19.703s,PASSED
,,,,,,,
Test Cases/13-EL Sign/10-Received Documents(Sign a Document),Chrome 115.0.0.0,,,2023-08-07 20:43:16,2023-08-07 20:45:45,2m - 28.744s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-07 20:43:17,2023-08-07 20:43:19,1.892s,PASSED
navigateToUrl(appURL),Chrome 115.0.0.0,,,2023-08-07 20:43:19,2023-08-07 20:43:31,12.190s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-07 20:43:31,2023-08-07 20:43:31,0.138s,PASSED
"callTestCase(findTestCase(""01-Login and Forgot Password/04-Login(Valid Credentials-With Subscription)""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-08-07 20:43:31,2023-08-07 20:44:31,1m - 0.390s,PASSED
"click(findTestObject(""06-Teams/button_doublearrow""))",Chrome 115.0.0.0,,,2023-08-07 20:44:31,2023-08-07 20:44:34,2.453s,PASSED
"click(findTestObject(""06-Teams/button_My Organizations""))",Chrome 115.0.0.0,,,2023-08-07 20:44:34,2023-08-07 20:44:37,2.857s,PASSED
"click(findTestObject(""02-Side Icons(Organization)/Add Contact/button_Automation Test Org""))",Chrome 115.0.0.0,,,2023-08-07 20:44:37,2023-08-07 20:44:38,1.054s,PASSED
delay(delay_4seconds),Chrome 115.0.0.0,,,2023-08-07 20:44:38,2023-08-07 20:44:42,4.009s,PASSED
"verifyElementVisible(findTestObject(""02-Side Icons(Organization)/Add Contact/span_Automation Test Org""))",Chrome 115.0.0.0,,,2023-08-07 20:44:42,2023-08-07 20:44:42,0.382s,PASSED
delay(delay_5seconds),Chrome 115.0.0.0,,,2023-08-07 20:44:42,2023-08-07 20:44:47,5.013s,PASSED
"scrollToElement(findTestObject(""03-Header Menu/Hamburger Button/div_ELSign""), 0)",Chrome 115.0.0.0,,,2023-08-07 20:44:47,2023-08-07 20:44:47,0.362s,PASSED
"click(findTestObject(""03-Header Menu/Hamburger Button/div_ELSign""))",Chrome 115.0.0.0,,,2023-08-07 20:44:47,2023-08-07 20:44:48,0.367s,PASSED
"verifyElementVisible(findTestObject(""03-Header Menu/Hamburger Button/div_ELSign""))",Chrome 115.0.0.0,,,2023-08-07 20:44:48,2023-08-07 20:44:50,2.193s,PASSED
"verifyElementVisible(findTestObject(""13-EL Sign/h4_ELSign""))",Chrome 115.0.0.0,,,2023-08-07 20:44:50,2023-08-07 20:44:50,0.306s,PASSED
delay(delay_3seconds),Chrome 115.0.0.0,,,2023-08-07 20:44:50,2023-08-07 20:44:53,3.007s,PASSED
"click(findTestObject(""13-EL Sign/div_Received Documents""))",Chrome 115.0.0.0,,,2023-08-07 20:44:53,2023-08-07 20:44:54,0.385s,PASSED
delay(delay_3seconds),Chrome 115.0.0.0,,,2023-08-07 20:44:54,2023-08-07 20:44:57,3.017s,PASSED
"click(findTestObject(""13-EL Sign/button_create""))",Chrome 115.0.0.0,,,2023-08-07 20:44:57,2023-08-07 20:44:57,0.509s,PASSED
delay(delay_3seconds),Chrome 115.0.0.0,,,2023-08-07 20:44:57,2023-08-07 20:45:00,3.011s,PASSED
"verifyElementVisible(findTestObject(""13-EL Sign/div_EL Sign Consent""))",Chrome 115.0.0.0,,,2023-08-07 20:45:00,2023-08-07 20:45:01,0.345s,PASSED
delay(delay_3seconds),Chrome 115.0.0.0,,,2023-08-07 20:45:01,2023-08-07 20:45:04,3.014s,PASSED
"click(findTestObject(""13-EL Sign/checkbox_I have read and agree to the above""))",Chrome 115.0.0.0,,,2023-08-07 20:45:04,2023-08-07 20:45:04,0.336s,PASSED
delay(delay_3seconds),Chrome 115.0.0.0,,,2023-08-07 20:45:04,2023-08-07 20:45:07,3.017s,PASSED
"click(findTestObject(""13-EL Sign/button_BEGIN""))",Chrome 115.0.0.0,,,2023-08-07 20:45:07,2023-08-07 20:45:07,0.361s,PASSED
delay(delay_3seconds),Chrome 115.0.0.0,,,2023-08-07 20:45:07,2023-08-07 20:45:10,3.007s,PASSED
"click(findTestObject(""13-EL Sign/div_date""))",Chrome 115.0.0.0,,,2023-08-07 20:45:10,2023-08-07 20:45:11,0.399s,PASSED
delay(delay_2seconds),Chrome 115.0.0.0,,,2023-08-07 20:45:11,2023-08-07 20:45:13,2.007s,PASSED
"click(findTestObject(""13-EL Sign/div_date""))",Chrome 115.0.0.0,,,2023-08-07 20:45:13,2023-08-07 20:45:13,0.368s,PASSED
