Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
12.1- AI Assistant (ChatGPTbeta),Chrome 115.0.0.0,,,2023-08-08 14:10:51,2023-08-08 14:15:39,4m - 48.554s,PASSED
,,,,,,,
Test Cases/12- AI assistant (beta)/12.1-ChatGPT (beta)/01-Empty inquiry content and proceed asking,Chrome 115.0.0.0,,,2023-08-08 14:10:51,2023-08-08 14:15:28,4m - 37.233s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-08 14:10:51,2023-08-08 14:10:53,1.858s,PASSED
navigateToUrl(app_url_login),Chrome 115.0.0.0,,,2023-08-08 14:10:53,2023-08-08 14:14:05,3m - 12.114s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-08 14:14:05,2023-08-08 14:14:05,0.128s,PASSED
"callTestCase(findTestCase(""01-Login and Forgot Password/04-Login(Valid Credentials-With Subscription)""), [:], STOP_ON_FAILURE)",Chrome 115.0.0.0,,,2023-08-08 14:14:05,2023-08-08 14:15:07,1m - 1.647s,PASSED
"click(findTestObject(""06-Teams/button_doublearrow""))",Chrome 115.0.0.0,,,2023-08-08 14:15:07,2023-08-08 14:15:10,2.842s,PASSED
"click(findTestObject(""06-Teams/button_My Organizations""))",Chrome 115.0.0.0,,,2023-08-08 14:15:10,2023-08-08 14:15:11,1.063s,PASSED
"click(findTestObject(""02-Side Icons(Organization)/Add Contact/button_Automation Test Org""))",Chrome 115.0.0.0,,,2023-08-08 14:15:11,2023-08-08 14:15:12,0.977s,PASSED
delay(delay_4seconds),Chrome 115.0.0.0,,,2023-08-08 14:15:12,2023-08-08 14:15:16,4.012s,PASSED
"verifyElementVisible(findTestObject(""02-Side Icons(Organization)/Add Contact/span_Automation Test Org""))",Chrome 115.0.0.0,,,2023-08-08 14:15:16,2023-08-08 14:15:16,0.350s,PASSED
delay(delay_5seconds),Chrome 115.0.0.0,,,2023-08-08 14:15:16,2023-08-08 14:15:21,5.004s,PASSED
"scrollToElement(findTestObject(""12-AI Assistant(beta)/AI asst button-Side panel""), 30)",Chrome 115.0.0.0,,,2023-08-08 14:15:21,2023-08-08 14:15:22,0.351s,PASSED
"click(findTestObject(""12-AI Assistant(beta)/AI asst button-Side panel""))",Chrome 115.0.0.0,,,2023-08-08 14:15:22,2023-08-08 14:15:22,0.360s,PASSED
"verifyElementVisible(findTestObject(""12-AI Assistant(beta)/AI asst button-Side panel""))",Chrome 115.0.0.0,,,2023-08-08 14:15:22,2023-08-08 14:15:23,0.431s,PASSED
delay(delay_3seconds),Chrome 115.0.0.0,,,2023-08-08 14:15:23,2023-08-08 14:15:26,3.007s,PASSED
"click(findTestObject(""12-AI Assistant(beta)/12.1-Chat GPT(beta)/Chat GPT (beta)""))",Chrome 115.0.0.0,,,2023-08-08 14:15:26,2023-08-08 14:15:26,0.478s,PASSED
