Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
11.2 - Cloud Files(Shared Drive),Chrome 114.0.0.0,,,2023-07-27 21:40:34,2023-07-27 21:46:33,5m - 59.364s,FAILED
,,,,,,,
Test Cases/11.2 - Cloud Files (Shared Drive)/01-Create new driver(required field is blank),Chrome 114.0.0.0,,,2023-07-27 21:40:34,2023-07-27 21:44:23,3m - 49.599s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-07-27 21:40:34,2023-07-27 21:40:36,1.868s,PASSED
navigateToUrl(appURL),Chrome 114.0.0.0,,,2023-07-27 21:40:36,2023-07-27 21:42:54,2m - 18.037s,PASSED
maximizeWindow(),Chrome 114.0.0.0,,,2023-07-27 21:42:54,2023-07-27 21:42:54,0.144s,PASSED
"callTestCase(findTestCase(""01-Login and Forgot Password/04-Login(Valid Credentials-With Subscription)""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-07-27 21:42:54,2023-07-27 21:43:57,1m - 2.548s,PASSED
"click(findTestObject(""06-Teams/button_doublearrow""))",Chrome 114.0.0.0,,,2023-07-27 21:43:57,2023-07-27 21:44:00,2.983s,PASSED
"click(findTestObject(""06-Teams/button_My Organizations""))",Chrome 114.0.0.0,,,2023-07-27 21:44:00,2023-07-27 21:44:01,0.915s,PASSED
"click(findTestObject(""02-Side Icons(Organization)/Add Contact/button_Automation Test Org""))",Chrome 114.0.0.0,,,2023-07-27 21:44:01,2023-07-27 21:44:02,1.012s,PASSED
delay(delay_4seconds),Chrome 114.0.0.0,,,2023-07-27 21:44:02,2023-07-27 21:44:06,4.003s,PASSED
"verifyElementVisible(findTestObject(""02-Side Icons(Organization)/Add Contact/span_Automation Test Org""))",Chrome 114.0.0.0,,,2023-07-27 21:44:06,2023-07-27 21:44:06,0.337s,PASSED
delay(delay_5seconds),Chrome 114.0.0.0,,,2023-07-27 21:44:06,2023-07-27 21:44:11,5.010s,PASSED
"click(findTestObject(""03-Header Menu/Hamburger Button/div_Cloud Files""))",Chrome 114.0.0.0,,,2023-07-27 21:44:11,2023-07-27 21:44:11,0.371s,PASSED
"scrollToElement(findTestObject(""11-Cloud Files/a_Shared Drive""), 0)",Chrome 114.0.0.0,,,2023-07-27 21:44:11,2023-07-27 21:44:12,0.451s,PASSED
"verifyElementVisible(findTestObject(""11-Cloud Files/a_My Drive""))",Chrome 114.0.0.0,,,2023-07-27 21:44:12,2023-07-27 21:44:12,0.544s,PASSED
"verifyElementVisible(findTestObject(""11-Cloud Files/a_Shared Drive""))",Chrome 114.0.0.0,,,2023-07-27 21:44:12,2023-07-27 21:44:13,0.320s,PASSED
"verifyElementVisible(findTestObject(""11-Cloud Files/a_Shared With Me""))",Chrome 114.0.0.0,,,2023-07-27 21:44:13,2023-07-27 21:44:13,0.332s,PASSED
"click(findTestObject(""11-Cloud Files/a_Shared Drive""))",Chrome 114.0.0.0,,,2023-07-27 21:44:13,2023-07-27 21:44:13,0.349s,PASSED
"verifyElementVisible(findTestObject(""11-Cloud Files/h4_CLOUD STORAGE""))",Chrome 114.0.0.0,,,2023-07-27 21:44:13,2023-07-27 21:44:15,1.243s,PASSED
